NOMBRE DEL INDICADOR,Banks,Valor Indicador
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA QUE NO DEVENGA INTERESES,BP BOLIVARIANO,0.0
CARTERA DE CRÉDITO EDUCATIVO REFINANCIADA QUE NO DEVENGA INTERESES,BP BOLIVARIANO,10.69755
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REFINANCIADA QUE NO DEVENGA INTERESES,BP BOLIVARIANO,0.0
CARTERA DE CRÉDITO EDUCATIVO REESTRUCURADA QUE NO DEVENGA INTERESES,BP BOLIVARIANO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REESTRUCURADA QUE NO DEVENGA INTERESES,BP BOLIVARIANO,0.0
PRODUCTIVO QUE NO DEVENGA INTERESES,BP BOLIVARIANO,0.0
CONSUMO QUE NO DEVENGA INTERESES,BP BOLIVARIANO,5.64865
INMOBILIARIO QUE NO DEVENGA INTERESES,BP BOLIVARIANO,96.32815
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO QUE NO DEVENGA INTERESES,BP BOLIVARIANO,0.0
MICROCRÉDITO QUE NO DEVENGA INTERESES,BP BOLIVARIANO,0.0
DE INVERSIÓN PÚBLICA QUE NO DEVENGA INTERESES,BP BOLIVARIANO,0.0
EDUCATIVO QUE NO DEVENGA INTERESES,BP BOLIVARIANO,0.0
PRODUCTIVO QUE NO DEVENGA INTERESES,BP BOLIVARIANO,0.0
CONSUMO QUE NO DEVENGA INTERESES,BP BOLIVARIANO,0.0
INMOBILIARIO QUE NO DEVENGA INTERESES,BP BOLIVARIANO,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO QUE NO DEVENGA INTERESES,BP BOLIVARIANO,0.0
MICROCRÉDITO QUE NO DEVENGA INTERESES,BP BOLIVARIANO,0.0
DE INVERSIÓN PÚBLICA QUE NO DEVENGA INTERESES,BP BOLIVARIANO,0.0
EDUCATIVO QUE NO DEVENGA INTERESES,BP BOLIVARIANO,0.0
TOTAL CARTERA QUE NO DEVENGA INTERES,BP BOLIVARIANO,44098.75601
CARTERA DE CRÉDITOS PRODUCTIVO VENCIDA,BP BOLIVARIANO,6339.8989
CARTERA DE CRÉDITOS DE CONSUMO VENCIDA,BP BOLIVARIANO,14132.56713
CARTERA DE CRÉDITOS INMOBILIARIO VENCIDA,BP BOLIVARIANO,866.90853
CARTERA DE CRÉDITOS PARA MICROCRÉDITO VENCIDA,BP BOLIVARIANO,5.36271
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO VENCIDA,BP BOLIVARIANO,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REFINANCIADA VENCIDA,BP BOLIVARIANO,0.0
CARTERA DE CRÉDITOS DE CONSUMO REFINANCIADA VENCIDA,BP BOLIVARIANO,126.11885
CARTERA DE CRÉDITOS INMOBILIARIO REFINANCIADA VENCIDA,BP BOLIVARIANO,86.62405
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REFINANCIADA VENCIDA,BP BOLIVARIANO,0.0
CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REFINANCIADA VENCIDA,BP BOLIVARIANO,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REESTRUCTURADA VENCIDA,BP BOLIVARIANO,20.774
CARTERA DE CRÉDITOS DE CONSUMO REESTRUCTURADA VENCIDA,BP BOLIVARIANO,758.11701
CARTERA DE CRÉDITOS INMOBILIARIO REESTRUCTURADA VENCIDA,BP BOLIVARIANO,0.001
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REESTRUCTURADA VENCIDA,BP BOLIVARIANO,0.0
CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REESTRUCTURADA VENCIDA,BP BOLIVARIANO,0.0
CARTERA DE CRÉDITO EDUCATIVO VENCIDA,BP BOLIVARIANO,25.35027
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA VENCIDA,BP BOLIVARIANO,0.0
CARTERA DE CRÉDITO EDUCATIVO REFINANCIADA VENCIDA,BP BOLIVARIANO,0.23693
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REFINANCIADA VENCIDA,BP BOLIVARIANO,0.0
CARTERA DE CRÉDITO EDUCATIVO REESTRUCTURADA VENCIDA,BP BOLIVARIANO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REESTRUCTURADA VENCIDA,BP BOLIVARIANO,0.0
PRODUCTIVO VENCIDA,BP BOLIVARIANO,0.0
CONSUMO VENCIDA,BP BOLIVARIANO,20.68626
INMOBILIARIO VENCIDA,BP BOLIVARIANO,0.71689
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO VENCIDA,BP BOLIVARIANO,0.0
MICROCRÉDITO VENCIDA,BP BOLIVARIANO,0.0
DE INVERSIÓN PÚBLICA VENCIDA,BP BOLIVARIANO,0.0
EDUCATIVO VENCIDA,BP BOLIVARIANO,0.0
PRODUCTIVO VENCIDA,BP BOLIVARIANO,0.0
CONSUMO VENCIDA,BP BOLIVARIANO,0.004
INMOBILIARIO VENCIDA,BP BOLIVARIANO,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO VENCIDA,BP BOLIVARIANO,0.0
MICROCRÉDITO VENCIDA,BP BOLIVARIANO,0.0
DE INVERSIÓN PÚBLICA VENCIDA,BP BOLIVARIANO,0.0
EDUCATIVO VENCIDA,BP BOLIVARIANO,0.0
TOTAL CARTERA VENCIDA,BP BOLIVARIANO,22383.36653
(PROVISIONES PARA CRÉDITOS INCOBRABLES),BP BOLIVARIANO,-115851.84131
CARTERA POR VENCER INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BP BOLIVARIANO,150699.3163
CARTERA POR VENCER PRODUCTIVO NUEVO,BP BOLIVARIANO,2745808.77427
CARTERA POR VENCER CONSUMO,BP BOLIVARIANO,993431.09394
CARTERA POR VENCER INMOBILIARIO,BP BOLIVARIANO,150699.3163
CARTERA POR VENCER MICROCRÉDITO,BP BOLIVARIANO,585.89012
CARTERA POR VENCER VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BP BOLIVARIANO,0.0
CARTERA POR VENCER EDUCATIVO,BP BOLIVARIANO,2279.3269
CARTERA POR VENCER INVERSIÓN PÚBLICA,BP BOLIVARIANO,0.0
TOTAL CARTERA DE CRÉDITO POR VENCER,BP BOLIVARIANO,3892804.40153
CARTERA IMPRODUCTIVA INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BP BOLIVARIANO,2666.96756
CARTERA IMPRODUCTIVA PRODUCTIVO NUEVO,BP BOLIVARIANO,7273.38304
CARTERA IMPRODUCTIVA CONSUMO,BP BOLIVARIANO,56418.84239
CARTERA IMPRODUCTIVA INMOBILIARIO,BP BOLIVARIANO,2666.96756
CARTERA IMPRODUCTIVA MICROCRÉDITO,BP BOLIVARIANO,18.09466
CARTERA IMPRODUCTIVA VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BP BOLIVARIANO,0.0
CARTERA IMPRODUCTIVA EDUCATIVO,BP BOLIVARIANO,104.83489
CARTERA IMPRODUCTIVA INVERSIÓN PÚBLICA,BP BOLIVARIANO,0.0
TOTAL CARTERA IMPRODUCTIVA  (NO DEVENGA INTERESES + VENCIDA),BP BOLIVARIANO,66482.12254
CARTERA BRUTA INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BP BOLIVARIANO,153366.28386
CARTERA BRUTA PRODUCTIVO NUEVO,BP BOLIVARIANO,2753082.15731
CARTERA BRUTA CONSUMO,BP BOLIVARIANO,1049849.93633
CARTERA BRUTA INMOBILIARIO,BP BOLIVARIANO,153366.28386
CARTERA BRUTA MICROCRÉDITO,BP BOLIVARIANO,603.98478
CARTERA BRUTA VIVIENDA DE INTERÉS SOCIAL Y  PÚBLICO,BP BOLIVARIANO,0.0
CARTERA BRUTA EDUCATIVO,BP BOLIVARIANO,2384.16179
CARTERA BRUTA INVERSIÓN PÚBLICA,BP BOLIVARIANO,0.0
TOTAL DE CRÉDITO CARTERA BRUTA,BP BOLIVARIANO,3959286.52407
PROVISIONES CARTERA INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BP BOLIVARIANO,2765.72217
PROVISIONES CARTERA PRODUCTIVO NUEVO,BP BOLIVARIANO,58119.18149
PROVISIONES CARTERA CONSUMO,BP BOLIVARIANO,52533.43697
PROVISIONES CARTERA INMOBILIARIO,BP BOLIVARIANO,2765.72217
PROVISIONES CARTERA MICROCRÉDITO,BP BOLIVARIANO,21.47428
PROVISIONES CARTERA VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BP BOLIVARIANO,0.0
PROVISIONES CARTERA EDUCATIVO,BP BOLIVARIANO,71.68839
PROVISIONES CARTERA INVERSIÓN PÚBLICA,BP BOLIVARIANO,0.0
PROV TOT CARTERA REFINANCIADA,BP BOLIVARIANO,442.4985
PROV TOT CARTERA REESTRUCTURADA,BP BOLIVARIANO,7438.33967
(Provisiones para créditos incobrables),BP BOLIVARIANO,-115851.84131
(CARTERA DE CRÉDITOS PRODUCTIVO),BP BOLIVARIANO,37566.04613
PROVISIÓN CARTERA REFINANCIADA PRODUCTIVO,BP BOLIVARIANO,0.0
PROVISIÓN CARTERA REESTRUCTURADA PRODUCTIVO,BP BOLIVARIANO,29.13536
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA PRODUCTIVO,BP BOLIVARIANO,20524.0
PROVISIONES CARTERA PRODUCTIVO NUEVO,BP BOLIVARIANO,58119.18149
(CARTERA DE CRÉDITOS DE CONSUMO),BP BOLIVARIANO,44909.49324
PROVISIÓN CARTERA REFINANCIADA DE CONSUMO,BP BOLIVARIANO,293.09398
PROVISIÓN CARTERA REESTRUCTURADA DE CONSUMO,BP BOLIVARIANO,7330.84975
PROVISIÓN GENÉRICA POR TECNOLOGÍA CREDITICIA CARTERA DE CONSUMO,BP BOLIVARIANO,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA CONSUMO,BP BOLIVARIANO,0.0
PROVISIONES CARTERA CONSUMO,BP BOLIVARIANO,52533.43697
(CARTERA DE CRÉDITOS INMOBILIARIO),BP BOLIVARIANO,2540.67409
PROVISIÓN CARTERA REFINANCIADA INMOBILIARIO,BP BOLIVARIANO,146.83252
PROVISIÓN CARTERA REESTRUCTURADA INMOBILIARIO,BP BOLIVARIANO,78.21556
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA INMOBILIARIO,BP BOLIVARIANO,0.0
PROVISIONES CARTERA INMOBILIARIO,BP BOLIVARIANO,2765.72217
(CARTERA DE CRÉDITOS PARA MICROCRÉDITO),BP BOLIVARIANO,21.47428
PROVISIÓN CARTERA REFINANCIADA MICROCRÉDITO,BP BOLIVARIANO,0.0
PROVISIÓN CARTERA REESTRUCTURADA MICROCRÉDITO,BP BOLIVARIANO,0.0
PROVISIÓN GENÉRICA POR TECNOLOGÍA CREDITICIA CARTERA DE MICROCRÉDITO,BP BOLIVARIANO,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE MICROCRÉDITO,BP BOLIVARIANO,0.0
PROVISIONES CARTERA MICROCRÉDITO,BP BOLIVARIANO,21.47428
(CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO),BP BOLIVARIANO,0.0
PROVISIÓN CARTERA REFINANCIADA DE VIVIENDA DE INTERÉS PÚBLICO,BP BOLIVARIANO,0.0
PROVISIÓN CARTERA REESTRUCTURADA DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BP BOLIVARIANO,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BP BOLIVARIANO,0.0
PROVISIONES CARTERA VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BP BOLIVARIANO,0.0
(CARTERA DE CRÉDITO EDUCATIVO),BP BOLIVARIANO,68.97739
PROVISIÓN GENÉRICA POR TECNOLOGÍA CREDITICIA CARTERA DE CRÉDITO EDUCATIVO,BP BOLIVARIANO,0.0
PROVISIÓN CARTERA REFINANCIADA EDUCATIVO,BP BOLIVARIANO,2.572
PROVISIÓN CARTERA REESTRUCTURADA EDUCATIVO,BP BOLIVARIANO,0.139
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE CRÉDITO EDUCATIVO,BP BOLIVARIANO,0.0
PROVISIONES CARTERA EDUCATIVO,BP BOLIVARIANO,71.68839
(CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA),BP BOLIVARIANO,0.0
PROVISIÓN CARTERA REFINANCIADA DE INVERSIÓN PÚBLICA,BP BOLIVARIANO,0.0
PROVISIÓN CARTERA REESTRUCTURADA DE INVERSIÓN PÚBLICA,BP BOLIVARIANO,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE INVERSIÓN PÚBLICA,BP BOLIVARIANO,0.0
PROVISIONES CARTERA INVERSIÓN PÚBLICA,BP BOLIVARIANO,0.0
PROVISIONES CARTERA REFINANCIADA,BP BOLIVARIANO,442.4985
 CARTERA REFINANCIADA IMPRODUCTIVA,BP BOLIVARIANO,1196.09542
PROVISIONES CARTERA REESTRUCTURADA,BP BOLIVARIANO,7438.33967
CARTERA REESTRUCTURADA IMPRODUCTIVA,BP BOLIVARIANO,5012.08547
 CARTERA ORIGINAL,BP BOLIVARIANO,3942287.52528
COMERCIAL AGREGADA,BP BOLIVARIANO,2753037.7656
CONSUMO AGREGADA,BP BOLIVARIANO,1035945.08371
INMOBILIARIA Y VIVIENDA DE INTERÉS PÚBLICO,BP BOLIVARIANO,150368.1376
MICROCRÉDITO,BP BOLIVARIANO,603.98478
EDUCATIVO,BP BOLIVARIANO,2332.55359
CARTERA REFINANCIADA,BP BOLIVARIANO,4046.15149
COMERCIAL AGREGADA,BP BOLIVARIANO,0.0
CONSUMO AGREGADA,BP BOLIVARIANO,1234.4178
INMOBILIARIA Y VIVIENDA DE INTERES PÚBLICO,BP BOLIVARIANO,2762.41077
MICROCRÉDITO,BP BOLIVARIANO,0.0
EDUCATIVO,BP BOLIVARIANO,49.32292
CARTERA REESTRUCTURADA,BP BOLIVARIANO,12952.8473
COMERCIAL AGREGADA,BP BOLIVARIANO,44.39171
CONSUMO AGREGADA,BP BOLIVARIANO,12670.43482
INMOBILIARIA Y VIVIENDA DE INTERES PÚBLICO,BP BOLIVARIANO,235.73549
MICROCRÉDITO,BP BOLIVARIANO,0.0
EDUCATIVO,BP BOLIVARIANO,2.28528
CARTERA BRUTA,BP CITIBANK,337432.228
CARTERA DE CRÉDITOS PRODUCTIVO POR VENCER,BP CITIBANK,337432.227
CARTERA DE CRÉDITOS DE CONSUMO POR VENCER,BP CITIBANK,0.0
CARTERA DE CRÉDITOS INMOBILIARIO POR VENCER,BP CITIBANK,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO POR VENCER,BP CITIBANK,0.0
CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO POR VENCER,BP CITIBANK,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REFINANCIADA POR VENCER,BP CITIBANK,0.0
CARTERA DE CRÉDITOS CONSUMO REFINANCIADA POR VENCER,BP CITIBANK,0.0
CARTERA DE CRÉDITOS INMOBILIARIO REFINANCIADA POR VENCER,BP CITIBANK,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REFINANCIADA POR VENCER,BP CITIBANK,0.0
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REFINANCIADA POR VENCER,BP CITIBANK,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REESTRUCTURADA POR VENCER,BP CITIBANK,0.0
CARTERA DE CRÉDITOS DE CONSUMO  REESTRUCTURADA POR VENCER,BP CITIBANK,0.0
CARTERA DE CRÉDITOS INMOBILIARIO REESTRUCTURADA POR VENCER,BP CITIBANK,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REESTRUCTURADA POR VENCER,BP CITIBANK,0.0
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REESTRUCTURADA POR VENCER,BP CITIBANK,0.0
CARTERA DE CRÉDITO EDUCATIVO POR VENCER,BP CITIBANK,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA POR VENCER,BP CITIBANK,0.0
CARTERA DE CRÉDITO EDUCATIVO REFINANCIADA POR VENCER,BP CITIBANK,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REFINANCIADA POR VENCER,BP CITIBANK,0.0
CARTERA DE CRÉDITO EDUCATIVO REESTRUCTURADA POR VENCER,BP CITIBANK,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REESTRUCTURADA POR VENCER,BP CITIBANK,0.0
PRODUCTIVO POR VENCER,BP CITIBANK,0.0
CONSUMO POR VENCER,BP CITIBANK,0.0
INMOBILIARIO POR VENCER,BP CITIBANK,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO POR VENCER,BP CITIBANK,0.0
MICROCRÉDITO POR VENCER,BP CITIBANK,0.0
DE INVERSIÓN PÚBLICA POR VENCER,BP CITIBANK,0.0
EDUCATIVO POR VENCER,BP CITIBANK,0.0
PRODUCTIVO POR VENCER,BP CITIBANK,0.0
CONSUMO POR VENCER,BP CITIBANK,0.0
INMOBILIARIO POR VENCER,BP CITIBANK,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO POR VENCER,BP CITIBANK,0.0
MICROCRÉDITO POR VENCER,BP CITIBANK,0.0
DE INVERSIÓN PÚBLICA POR VENCER,BP CITIBANK,0.0
EDUCATIVO POR VENCER,BP CITIBANK,0.0
TOTAL CARTERA POR VENCER,BP CITIBANK,337432.227
CARTERA DE CRÉDITOS PRODUCTIVO QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITOS DE CONSUMO QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITOS INMOBILIARIO QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REFINANCIADA QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITOS DE CONSUMO REFINANCIADA QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITOS INMOBILIARIO REFINANCIADA QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REFINANCIADA QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REFINANCIADA QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REESTRUCTURADA QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITOS DE CONSUMO REESTRUCTURADA QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITOS INMOBILIARIO REESTRUCTURADA QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REESTRUCTURADA QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REESTRUCTURADA QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITO EDUCATIVO QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITO EDUCATIVO REFINANCIADA QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REFINANCIADA QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITO EDUCATIVO REESTRUCURADA QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REESTRUCURADA QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
PRODUCTIVO QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CONSUMO QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
INMOBILIARIO QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
MICROCRÉDITO QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
DE INVERSIÓN PÚBLICA QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
EDUCATIVO QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
PRODUCTIVO QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
CONSUMO QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
INMOBILIARIO QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
MICROCRÉDITO QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
DE INVERSIÓN PÚBLICA QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
EDUCATIVO QUE NO DEVENGA INTERESES,BP CITIBANK,0.0
TOTAL CARTERA QUE NO DEVENGA INTERES,BP CITIBANK,0.0
CARTERA DE CRÉDITOS PRODUCTIVO VENCIDA,BP CITIBANK,0.001
CARTERA DE CRÉDITOS DE CONSUMO VENCIDA,BP CITIBANK,0.0
CARTERA DE CRÉDITOS INMOBILIARIO VENCIDA,BP CITIBANK,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO VENCIDA,BP CITIBANK,0.0
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO VENCIDA,BP CITIBANK,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REFINANCIADA VENCIDA,BP CITIBANK,0.0
CARTERA DE CRÉDITOS DE CONSUMO REFINANCIADA VENCIDA,BP CITIBANK,0.0
CARTERA DE CRÉDITOS INMOBILIARIO REFINANCIADA VENCIDA,BP CITIBANK,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REFINANCIADA VENCIDA,BP CITIBANK,0.0
CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REFINANCIADA VENCIDA,BP CITIBANK,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REESTRUCTURADA VENCIDA,BP CITIBANK,0.0
CARTERA DE CRÉDITOS DE CONSUMO REESTRUCTURADA VENCIDA,BP CITIBANK,0.0
CARTERA DE CRÉDITOS INMOBILIARIO REESTRUCTURADA VENCIDA,BP CITIBANK,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REESTRUCTURADA VENCIDA,BP CITIBANK,0.0
CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REESTRUCTURADA VENCIDA,BP CITIBANK,0.0
CARTERA DE CRÉDITO EDUCATIVO VENCIDA,BP CITIBANK,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA VENCIDA,BP CITIBANK,0.0
CARTERA DE CRÉDITO EDUCATIVO REFINANCIADA VENCIDA,BP CITIBANK,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REFINANCIADA VENCIDA,BP CITIBANK,0.0
CARTERA DE CRÉDITO EDUCATIVO REESTRUCTURADA VENCIDA,BP CITIBANK,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REESTRUCTURADA VENCIDA,BP CITIBANK,0.0
PRODUCTIVO VENCIDA,BP CITIBANK,0.0
CONSUMO VENCIDA,BP CITIBANK,0.0
INMOBILIARIO VENCIDA,BP CITIBANK,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO VENCIDA,BP CITIBANK,0.0
MICROCRÉDITO VENCIDA,BP CITIBANK,0.0
DE INVERSIÓN PÚBLICA VENCIDA,BP CITIBANK,0.0
EDUCATIVO VENCIDA,BP CITIBANK,0.0
PRODUCTIVO VENCIDA,BP CITIBANK,0.0
CONSUMO VENCIDA,BP CITIBANK,0.0
INMOBILIARIO VENCIDA,BP CITIBANK,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO VENCIDA,BP CITIBANK,0.0
MICROCRÉDITO VENCIDA,BP CITIBANK,0.0
DE INVERSIÓN PÚBLICA VENCIDA,BP CITIBANK,0.0
EDUCATIVO VENCIDA,BP CITIBANK,0.0
TOTAL CARTERA VENCIDA,BP CITIBANK,0.001
(PROVISIONES PARA CRÉDITOS INCOBRABLES),BP CITIBANK,-15868.067
CARTERA POR VENCER INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BP CITIBANK,0.0
CARTERA POR VENCER PRODUCTIVO NUEVO,BP CITIBANK,337432.227
CARTERA POR VENCER CONSUMO,BP CITIBANK,0.0
CARTERA POR VENCER INMOBILIARIO,BP CITIBANK,0.0
CARTERA POR VENCER MICROCRÉDITO,BP CITIBANK,0.0
CARTERA POR VENCER VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BP CITIBANK,0.0
CARTERA POR VENCER EDUCATIVO,BP CITIBANK,0.0
CARTERA POR VENCER INVERSIÓN PÚBLICA,BP CITIBANK,0.0
TOTAL CARTERA DE CRÉDITO POR VENCER,BP CITIBANK,337432.227
CARTERA IMPRODUCTIVA INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BP CITIBANK,0.0
CARTERA IMPRODUCTIVA PRODUCTIVO NUEVO,BP CITIBANK,0.001
CARTERA IMPRODUCTIVA CONSUMO,BP CITIBANK,0.0
CARTERA IMPRODUCTIVA INMOBILIARIO,BP CITIBANK,0.0
CARTERA IMPRODUCTIVA MICROCRÉDITO,BP CITIBANK,0.0
CARTERA IMPRODUCTIVA VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BP CITIBANK,0.0
CARTERA IMPRODUCTIVA EDUCATIVO,BP CITIBANK,0.0
CARTERA IMPRODUCTIVA INVERSIÓN PÚBLICA,BP CITIBANK,0.0
TOTAL CARTERA IMPRODUCTIVA  (NO DEVENGA INTERESES + VENCIDA),BP CITIBANK,0.001
CARTERA BRUTA INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BP CITIBANK,0.0
CARTERA BRUTA PRODUCTIVO NUEVO,BP CITIBANK,337432.228
CARTERA BRUTA CONSUMO,BP CITIBANK,0.0
CARTERA BRUTA INMOBILIARIO,BP CITIBANK,0.0
CARTERA BRUTA MICROCRÉDITO,BP CITIBANK,0.0
CARTERA BRUTA VIVIENDA DE INTERÉS SOCIAL Y  PÚBLICO,BP CITIBANK,0.0
CARTERA BRUTA EDUCATIVO,BP CITIBANK,0.0
CARTERA BRUTA INVERSIÓN PÚBLICA,BP CITIBANK,0.0
TOTAL DE CRÉDITO CARTERA BRUTA,BP CITIBANK,337432.228
PROVISIONES CARTERA INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BP CITIBANK,0.0
PROVISIONES CARTERA PRODUCTIVO NUEVO,BP CITIBANK,15868.067
PROVISIONES CARTERA CONSUMO,BP CITIBANK,0.0
PROVISIONES CARTERA INMOBILIARIO,BP CITIBANK,0.0
